timestamp,r11,r12,r13,t1,r21,r22,r23,t2,r31,r32,r33,t3
17.77939,0.997088253,0.023578439,-0.072519779,-78.380989075,-0.024089502,0.999690711,-0.006180555,0.567781389,0.07235162,0.007909524,0.997347832,24.778064728
17.88314,0.997162521,0.025210602,-0.07093183,-78.443870544,-0.026009673,0.99960798,-0.010364216,0.547661424,0.070642732,0.012179721,0.997427344,25.532400131
17.98701,0.997280538,0.026437709,-0.068794012,-78.504219055,-0.027090121,0.999596298,-0.008567822,0.530653894,0.068539724,0.01040816,0.997594118,26.297027588
18.09088,0.99736923,0.029750623,-0.066102736,-78.5652771,-0.03012874,0.999534845,-0.004730419,0.515970469,0.065931253,0.006709566,0.997801602,27.063922882
18.19476,0.997381628,0.033288181,-0.064201042,-78.620620728,-0.033327457,0.999444366,0.000459378,0.492532551,0.064180665,0.001681482,0.997936904,27.836616516
18.29851,0.997632802,0.030996488,-0.061384156,-78.675987244,-0.03090301,0.999519348,0.00247186,0.479984671,0.06143127,-0.000569054,0.998111129,28.602458954
18.40239,0.997797251,0.027930597,-0.060170725,-78.721923828,-0.027830828,0.99960953,0.002495694,0.464657426,0.060216937,-0.000815596,0.998184979,29.35811615
18.50626,0.99789691,0.026388485,-0.059206303,-78.771217346,-0.026269456,0.999651015,0.002787981,0.448860168,0.05925921,-0.0012268,0.998241901,30.116104126
18.61013,0.997963309,0.026214484,-0.058155444,-78.815010071,-0.026230391,0.999655783,0.00048994,0.439706206,0.058148272,0.001036497,0.998307407,30.872608185
18.71391,0.99805975,0.023940025,-0.057476841,-78.857406616,-0.024023553,0.999711096,-0.000762632,0.429133236,0.05744198,0.00214195,0.998346567,31.626422882
18.81776,0.998115838,0.023072306,-0.056855023,-78.905303955,-0.023148047,0.999731839,-0.000673865,0.417392075,0.05682423,0.001988678,0.998382211,32.401325226
18.92164,0.998076558,0.026625028,-0.055984613,-78.954574585,-0.026651163,0.999644756,0.000279871,0.406337291,0.055972174,0.001212722,0.998431563,33.176513672
19.02551,0.998082578,0.026447015,-0.055962283,-79.004608154,-0.026527714,0.999647856,-0.000699516,0.396377027,0.055924077,0.002182726,0.998432636,33.951721191
19.12939,0.998028338,0.025856789,-0.057191283,-79.062271118,-0.025942584,0.999663174,-0.00075809,0.383313566,0.057152417,0.002240285,0.998362958,34.73765564
19.23326,0.997959495,0.023945283,-0.059189886,-79.111000061,-0.023993561,0.99971211,-0.000104973,0.372031182,0.059170332,0.001524935,0.998246729,35.538333893
19.33701,0.997707844,0.026100947,-0.062432785,-79.162895203,-0.026171222,0.999657452,-0.000307976,0.35911718,0.062403359,0.001941213,0.99804914,36.331382751
19.44089,0.997428417,0.02976628,-0.065196164,-79.227218628,-0.029856604,0.999554098,-0.000411317,0.345087826,0.06515485,0.002356795,0.997872353,37.124977112
19.54476,0.997247875,0.030557925,-0.067549132,-79.295127869,-0.030974103,0.99950707,-0.005122148,0.328993052,0.067359313,0.007200325,0.997702777,37.936012268
19.64851,0.99702853,0.031065941,-0.070491061,-79.352996826,-0.03175972,0.9994573,-0.008742492,0.31916666,0.070181213,0.01095529,0.997474074,38.761562347
19.75239,0.996893585,0.030578366,-0.072582342,-79.413078308,-0.03138914,0.999456644,-0.010055926,0.29979831,0.072235413,0.012302984,0.997311711,39.596683502
19.85626,0.996760845,0.030909248,-0.074245885,-79.484199524,-0.031646591,0.999460578,-0.008775011,0.286658227,0.073934607,0.011096216,0.997201383,40.432880402
19.96014,0.996617556,0.029452492,-0.076720148,-79.551391602,-0.030141778,0.999514878,-0.007841785,0.265077651,0.076451972,0.010127742,0.997021854,41.266052246
20.06401,0.996498764,0.029003542,-0.078415938,-79.624694824,-0.029558081,0.999545515,-0.005920091,0.246772319,0.078208596,0.008217188,0.996903181,42.110736847
20.16793,0.996436536,0.028631045,-0.079338096,-79.69568634,-0.028921001,0.999578536,-0.002507796,0.238817722,0.079232864,0.004793397,0.99684459,42.958274841
20.27189,0.996361792,0.028526302,-0.080308177,-79.767936707,-0.028430741,0.999593019,0.002333373,0.225709349,0.080342054,-4.1662e-05,0.996767342,43.820892334
20.37576,0.996415317,0.028309157,-0.079719186,-79.838790894,-0.028042531,0.999596775,0.004462364,0.214221716,0.079813369,-0.00221084,0.996807396,44.680286407
20.47975,0.996461868,0.031332135,-0.077987395,-79.910934448,-0.031072963,0.999506831,0.004534859,0.208128914,0.078091018,-0.002095515,0.99694401,45.544361115
20.58364,0.996635377,0.031291842,-0.075754344,-79.995727539,-0.031151727,0.99951005,0.003030803,0.201011762,0.075812072,-0.000660726,0.99712193,46.441299438
20.68751,0.99682945,0.028833963,-0.074159242,-80.061912537,-0.028865498,0.999583125,0.000646759,0.192196459,0.074146971,0.001495935,0.997246206,47.321983337
20.79153,0.997065961,0.025112441,-0.072310314,-80.128265381,-0.025244122,0.999680877,-0.000907584,0.17851834,0.072264448,0.002730331,0.997381747,48.205131531
20.89539,0.997238338,0.023673324,-0.070393957,-80.193214417,-0.023820469,0.999715447,-0.001251499,0.17080833,0.070344299,0.00292486,0.99751848,49.077976227
20.99926,0.997371197,0.021124067,-0.069314353,-80.257514954,-0.021084134,0.99977684,0.00130774,0.157508433,0.069326513,0.00015713,0.997593999,49.961006165
21.10327,0.997454524,0.019210286,-0.068669051,-80.31452179,-0.018987913,0.999812126,0.003889648,0.138359621,0.068730876,-0.002575865,0.997631907,50.844352722
21.20714,0.997532308,0.018046575,-0.067849748,-80.375030518,-0.017833592,0.999833941,0.003743479,0.132049426,0.067906037,-0.002524236,0.997688532,51.748950958
21.31112,0.997584105,0.01935338,-0.066719159,-80.437515259,-0.019349454,0.999812543,0.000705111,0.117467612,0.066720299,0.000587571,0.997771561,52.624988556
21.41504,0.997570753,0.021894448,-0.06613043,-80.511108398,-0.022260411,0.99974066,-0.004802099,0.093764156,0.066008143,0.006262525,0.997799456,53.510696411
21.51901,0.997568309,0.024020534,-0.065425657,-80.567428589,-0.024739517,0.999641895,-0.010201294,0.076633379,0.06515719,0.011795087,0.997805297,54.367233276
21.6229,0.997518003,0.028403075,-0.064429469,-80.639915466,-0.029468127,0.999443352,-0.015640689,0.044754717,0.063949361,0.017500484,0.997799695,55.227882385
21.72689,0.997553647,0.028679606,-0.063750751,-80.695159912,-0.029793747,0.999418318,-0.016594926,0.02019152,0.063237727,0.018453704,0.997827888,56.096637726
21.83076,0.997673035,0.025677012,-0.063159831,-80.75403595,-0.026407653,0.999593318,-0.010760552,-0.000967979,0.062857844,0.012403416,0.997945428,56.963283539
21.93464,0.997703493,0.024656469,-0.063086033,-80.816642761,-0.024803091,0.999691188,-0.001541965,-0.027770542,0.063028529,0.003103152,0.99800688,57.822864532
22.03866,0.997644544,0.023050645,-0.064607039,-80.878822327,-0.022671681,0.999721229,0.006592812,-0.05012323,0.064741001,-0.005112533,0.997888982,58.70141983
22.14262,0.9975124,0.021211533,-0.067224339,-80.933570862,-0.020963883,0.999770582,0.004387304,-0.061566111,0.067301981,-0.002967107,0.997728229,59.547534943
22.24654,0.997479439,0.015980758,-0.069132812,-80.991973877,-0.015964396,0.999872267,0.000789164,-0.073826104,0.069136597,0.000316489,0.997607172,60.387439728
22.35039,0.997312188,0.014713147,-0.071776778,-81.05606842,-0.014789896,0.999890506,-0.000537895,-0.090469524,0.071761005,0.00159802,0.997420549,61.232421875
22.45439,0.997096121,0.016938772,-0.074245952,-81.131645203,-0.017184278,0.999848783,-0.002669054,-0.113189429,0.074189514,0.003937167,0.997236371,62.057559967
22.55837,0.996819377,0.017733116,-0.077695847,-81.203262329,-0.018277658,0.99981308,-0.006303083,-0.127490997,0.077569552,0.007703134,0.996957183,62.889541626
22.66227,0.996493518,0.018262692,-0.081652582,-81.279037476,-0.019105325,0.999771833,-0.009550313,-0.146315828,0.081459537,0.011076825,0.996615112,63.713703156
22.76614,0.996165931,0.020350143,-0.08508379,-81.35534668,-0.021563586,0.999678135,-0.013367026,-0.171702638,0.084784381,0.015150487,0.996284127,64.531532288
22.87016,0.995811701,0.025385875,-0.087832838,-81.445137024,-0.026633145,0.999559999,-0.013057678,-0.199427336,0.087462708,0.015342253,0.996049643,65.339927673
22.97402,0.995400965,0.028293082,-0.091522776,-81.530441284,-0.029468963,0.999499261,-0.01152192,-0.218504086,0.091150954,0.014166011,0.995736301,66.161819458
23.07801,0.994953871,0.031479191,-0.095267542,-81.617546082,-0.032130297,0.999469578,-0.005307886,-0.243125767,0.095049925,0.008342076,0.995437562,66.973373413
23.18199,0.994561374,0.032471623,-0.09896107,-81.710952759,-0.032610409,0.999468088,0.000215214,-0.262095034,0.09891542,0.003013117,0.995091259,67.779685974
23.28591,0.994065523,0.031786367,-0.104035378,-81.795097351,-0.031551138,0.999494493,0.003906367,-0.274285495,0.104106955,-0.00060075,0.994565904,68.587989807
23.38977,0.993403733,0.03128596,-0.110318527,-81.891738892,-0.030958815,0.999509692,0.004677536,-0.282306492,0.11041078,-0.001231351,0.993885279,69.378967285
23.49376,0.992772937,0.02879896,-0.116501212,-81.986946106,-0.027959978,0.999570072,0.008829672,-0.296810031,0.11670541,-0.005508488,0.993151307,70.177627563
23.59764,0.991963208,0.029690089,-0.12299379,-82.08971405,-0.028873457,0.99954766,0.008417106,-0.310241044,0.123188056,-0.004798203,0.992371738,70.968818665
23.70151,0.991077363,0.034684554,-0.12869601,-82.207336426,-0.034018133,0.999394,0.007373452,-0.310839176,0.128873765,-0.002929663,0.991656661,71.774124146
23.80554,0.990218639,0.03709314,-0.134503558,-82.326690674,-0.03693464,0.999310911,0.003674345,-0.320293069,0.134547159,0.001329435,0.990906298,72.547729492
23.90939,0.989412189,0.036003452,-0.140596017,-82.443008423,-0.036180962,0.999344409,0.001294227,-0.334013641,0.140550435,0.003806375,0.99006623,73.312576294
24.01339,0.988667309,0.036665317,-0.145576879,-82.568267822,-0.037038486,0.999313831,0.000147138,-0.341871977,0.145482391,0.005246476,0.989346921,74.08290863
24.11727,0.987839401,0.038862512,-0.150542393,-82.69078064,-0.038601596,0.999243855,0.004656143,-0.344470978,0.150609508,0.001211655,0.988592565,74.861251831
24.22127,0.986882329,0.039869964,-0.156440631,-82.821647644,-0.038915679,0.999200523,0.009159328,-0.353725255,0.156680748,-0.002951186,0.987644911,75.629165649
24.32514,0.985981405,0.039037541,-0.162224263,-82.962387085,-0.03766603,0.999223948,0.01152258,-0.371797085,0.162548169,-0.005250707,0.986686647,76.392616272
24.42914,0.984859824,0.036855318,-0.169389397,-83.095962524,-0.036104925,0.999319792,0.00750907,-0.376885891,0.169550925,-0.00127959,0.985520601,77.152900696
24.53302,0.983419299,0.034954067,-0.177945852,-83.236000061,-0.035443898,0.999371588,0.000426452,-0.380641192,0.177848935,0.005887714,0.984040201,77.899520874
24.63689,0.981841803,0.032228928,-0.186943665,-83.387298584,-0.033022694,0.999453962,-0.001132598,-0.391785055,0.186805084,0.007285416,0.982369959,78.644309998
24.74076,0.979728878,0.032379586,-0.197694004,-83.539680481,-0.03262426,0.999465644,0.002020076,-0.408907294,0.197653785,0.004470495,0.980261683,79.382507324
24.84464,0.977566421,0.031721424,-0.208225086,-83.717849731,-0.030714801,0.999495625,0.008066606,-0.409579962,0.208375961,-0.001490051,0.978047669,80.134857178
24.94851,0.974791825,0.034013096,-0.220508575,-83.879997253,-0.031310413,0.999385774,0.015741186,-0.412974626,0.220908538,-0.008440165,0.975257993,80.879211426
25.05239,0.972162068,0.03487546,-0.231699437,-84.066749573,-0.031230194,0.999324262,0.019383224,-0.419852346,0.232218862,-0.011607615,0.972594321,81.611289978
25.15627,0.969255388,0.038430516,-0.24303712,-84.265151978,-0.035724115,0.999240935,0.015534876,-0.428776234,0.243449658,-0.006374977,0.969892561,82.329544067
25.26014,0.966184139,0.03766356,-0.255087554,-84.468521118,-0.037315778,0.999284267,0.006204503,-0.426719189,0.255138636,0.003524097,0.966898084,83.036239624
25.36401,0.963079989,0.035690315,-0.266839087,-84.682357788,-0.036463987,0.999332845,0.002056551,-0.438966095,0.266734481,0.007749394,0.963738918,83.741706848
25.46789,0.959605813,0.034192756,-0.279262424,-84.895545959,-0.033965796,0.999406993,0.005653111,-0.42407161,0.27929011,0.004060612,0.960198164,84.495407104
25.57179,0.9563815,0.035777956,-0.289921224,-85.135276794,-0.033340052,0.999354959,0.01334524,-0.432644933,0.290211678,-0.003097152,0.956957459,85.218566895
25.67564,0.952570081,0.035627156,-0.302226663,-85.36882019,-0.031281892,0.99932605,0.019207286,-0.438525498,0.302707285,-0.008842065,0.953042567,85.944946289
25.77952,0.948555887,0.033194337,-0.314864874,-85.609909058,-0.029173382,0.999421597,0.017475925,-0.439608335,0.315262854,-0.007391219,0.948975623,86.657920837
25.88339,0.944858968,0.031350136,-0.325973481,-85.869407654,-0.028603384,0.999503434,0.013217046,-0.444063306,0.326225966,-0.003164301,0.945286512,87.365844727
25.98739,0.94195354,0.027653133,-0.334602594,-86.141609192,-0.027048569,0.999613225,0.006467201,-0.448725641,0.334652007,0.002958718,0.942337155,88.070739746
26.09127,0.939073801,0.023293825,-0.34292537,-86.390281677,-0.02468491,0.999695241,0.000308441,-0.453375936,0.342828065,0.008175433,0.939362586,88.796440125
26.19527,0.936384916,0.023304384,-0.350200266,-86.668190002,-0.025460778,0.999674618,-0.00155421,-0.460391164,0.350050092,0.010371711,0.936673522,89.50340271
26.29929,0.933483899,0.028573042,-0.357479244,-86.959869385,-0.031159148,0.999513328,-0.001475403,-0.472654164,0.357263118,0.012516012,0.933919907,90.205787659
26.40314,0.930187225,0.02941074,-0.365905344,-87.246170044,-0.031140849,0.999514341,0.001174173,-0.489364862,0.365762174,0.0103024,0.930651307,90.925636292
26.50702,0.927016616,0.029123677,-0.373887688,-87.520233154,-0.028351983,0.999569356,0.007564772,-0.489051163,0.373946995,0.003587788,0.927443147,91.634719849
26.61102,0.924254358,0.030823492,-0.380530983,-87.819541931,-0.026769074,0.999514461,0.015943758,-0.492173612,0.380837679,-0.004549628,0.924630761,92.351318359
26.71489,0.921612263,0.040765364,-0.385965168,-88.139144897,-0.034476075,0.99913609,0.023205653,-0.502369821,0.386577696,-0.008080052,0.922221482,93.061088562
26.81889,0.918849349,0.048030958,-0.391674489,-88.462799072,-0.04362208,0.998844802,0.020152837,-0.50185132,0.392190009,-0.001431768,0.919883132,93.756011963
26.92289,0.916742265,0.044609617,-0.396980613,-88.797706604,-0.043148912,0.998988986,0.012615442,-0.49881351,0.397142023,0.005564172,0.917740285,94.473587036
27.02689,0.914943933,0.037298623,-0.40185377,-89.1121521,-0.038366944,0.99924916,0.005392543,-0.501039147,0.401753187,0.010484026,0.915687978,95.178489685
27.13089,0.913328946,0.037815761,-0.40546304,-89.436256409,-0.039299268,0.999216557,0.004668674,-0.501156807,0.405321926,0.011670362,0.914099514,95.877822876
27.23477,0.911309421,0.043972768,-0.409367204,-89.786186218,-0.04370977,0.998994172,0.010004252,-0.507370949,0.409395367,0.008776376,0.912314892,96.588134766
27.33864,0.908599079,0.046419609,-0.415081799,-90.110404968,-0.044570696,0.998906076,0.014146456,-0.509557009,0.415284395,0.005647027,0.909674108,97.306083679
27.44266,0.906345904,0.042797863,-0.420363486,-90.447319031,-0.041568711,0.999062479,0.012089799,-0.514978528,0.420486838,0.006516428,0.907275259,98.019332886
27.54652,0.904051483,0.041429501,-0.425410986,-90.77910614,-0.043030623,0.999056637,0.005849679,-0.522204757,0.42525202,0.01301729,0.904981375,98.714454651
27.65052,0.901854575,0.039030693,-0.430273086,-91.12361908,-0.043236997,0.999064863,1.645e-06,-0.533050179,0.429870754,0.01860223,0.902698815,99.409416199
27.75439,0.899756372,0.039133709,-0.434634328,-91.472358704,-0.044284873,0.999017477,-0.001726362,-0.53585577,0.434139729,0.020801032,0.900605381,100.096008301
27.85841,0.897744238,0.042076699,-0.438502938,-91.835845947,-0.045636639,0.99895519,0.002423492,-0.543453813,0.43814674,0.017836124,0.898726463,100.819381714
27.9623,0.895617723,0.043888427,-0.442654222,-92.187889099,-0.046529576,0.998904884,0.004896945,-0.557192922,0.442384392,0.01621072,0.896679044,101.517105103
28.06615,0.893234611,0.044316884,-0.447401345,-92.540809631,-0.047006052,0.998881578,0.005095848,-0.560690165,0.447126806,0.016478784,0.894318759,102.207458496
28.17002,0.891065598,0.042786673,-0.451853245,-92.901115417,-0.045510594,0.998952091,0.004844298,-0.574781537,0.451587021,0.016247522,0.892079115,102.898101807
28.27404,0.889157236,0.040790159,-0.455780238,-93.245368958,-0.043529209,0.999042034,0.004490703,-0.582911134,0.455526799,0.015846808,0.890081048,103.563774109
28.37789,0.887002826,0.039993957,-0.460028827,-93.614944458,-0.04234774,0.99908936,0.005206132,-0.593642235,0.459818125,0.014863325,0.88788873,104.257034302
28.48189,0.88505739,0.041503388,-0.463627934,-93.986869812,-0.044166647,0.999011099,0.005116876,-0.594666481,0.463381797,0.015948161,0.886015236,104.928588867
28.58577,0.882810056,0.042023886,-0.467846513,-94.349990845,-0.044821765,0.998981714,0.00515551,-0.605986238,0.467586756,0.016418371,0.883794665,105.596542358
28.68966,0.880473375,0.038907468,-0.472496361,-94.710845947,-0.043445248,0.999054968,0.001308608,-0.618465543,0.472100735,0.019375525,0.881331682,106.262054443
28.79367,0.878205121,0.036270335,-0.476906955,-95.068557739,-0.042813759,0.999078989,-0.002856601,-0.634347081,0.476364106,0.022926861,0.878949165,106.914627075
28.89752,0.87607336,0.034066111,-0.480972946,-95.423492432,-0.041952968,0.999103606,-0.005651675,-0.64614737,0.480349272,0.025129523,0.87671721,107.568069458
29.00152,0.874243379,0.03618966,-0.484137207,-95.791633606,-0.042380683,0.999099851,-0.001846479,-0.65767777,0.483634591,0.022132335,0.874990165,108.214073181
29.10539,0.872397721,0.039672256,-0.487184107,-96.160865784,-0.041516554,0.999113202,0.007016086,-0.667330027,0.487030387,0.014105388,0.873271108,108.866912842
29.20939,0.871219218,0.041571461,-0.489130765,-96.532539368,-0.038404919,0.999125838,0.01651095,-0.677231789,0.489389569,0.004400366,0.872054219,109.503410339
29.31327,0.869752765,0.040386986,-0.491832286,-96.885429382,-0.034612242,0.999183476,0.020840267,-0.676358938,0.492272377,-0.001102465,0.870440543,110.121810913
29.41727,0.868249118,0.03727005,-0.494726658,-97.233360291,-0.031373292,0.999303162,0.02022177,-0.677532077,0.495135576,-0.002036331,0.868813336,110.732948303
29.52114,0.86661756,0.035490185,-0.497709215,-97.581047058,-0.031377673,0.999369323,0.016626893,-0.676577806,0.497985393,0.001207801,0.867184579,111.318893433
29.62502,0.865077794,0.033597868,-0.500511289,-97.920646667,-0.030857455,0.999429166,0.013755114,-0.677481174,0.500687718,0.003545259,0.865620732,111.89704895
29.72904,0.863420308,0.031970859,-0.503471196,-98.245773315,-0.029431159,0.999482334,0.012995475,-0.688306451,0.503626049,0.003597182,0.863914311,112.461273193
29.8329,0.862299621,0.029791735,-0.505521297,-98.571113586,-0.027099475,0.99955231,0.012681029,-0.693869948,0.505672812,0.002764517,0.862720907,112.994163513
29.93677,0.861151099,0.030496124,-0.507433653,-98.892227173,-0.027323414,0.999532759,0.013700882,-0.696713924,0.507614374,0.002066288,0.861581922,113.522163391
30.04077,0.860003412,0.029715769,-0.509422362,-99.199203491,-0.025555879,0.999558389,0.015163259,-0.704056859,0.509647965,-2.1718e-05,0.860383034,114.029754639
30.14465,0.858941317,0.028895238,-0.511258125,-99.499259949,-0.024429763,0.999582112,0.015450966,-0.706222177,0.511490941,-0.000781558,0.859288335,114.515579224
30.24852,0.857352734,0.026813794,-0.514030516,-99.771278381,-0.021969059,0.999638438,0.01550271,-0.706154525,0.514260352,-0.001998524,0.857631803,114.99520874
30.3524,0.856318057,0.025981758,-0.515794873,-100.062362671,-0.021181757,0.999660254,0.015189391,-0.721934795,0.516014278,-0.00208151,0.856577456,115.449417114
30.45627,0.854984283,0.025963631,-0.518003702,-100.325256348,-0.023411924,0.999660194,0.011463202,-0.721213818,0.518125296,0.002326605,0.855301559,115.875
30.56027,0.853576243,0.023360277,-0.520444036,-100.581039429,-0.023086561,0.999708891,0.007008125,-0.720511258,0.520456254,0.006033293,0.853867054,116.280174255
30.66404,0.851542711,0.019363178,-0.523927569,-100.829193115,-0.019703392,0.999793708,0.004926071,-0.725999057,0.523914874,0.00612839,0.851748586,116.672172546
30.7679,0.849258304,0.015115556,-0.527761161,-101.065879822,-0.014741395,0.999879241,0.00491601,-0.724156022,0.527771771,0.003604972,0.849378586,117.04334259
30.87179,0.846227944,0.016351651,-0.532570124,-101.308151245,-0.015384881,0.999862075,0.006253225,-0.72604233,0.532598913,0.002901874,0.846362829,117.395393372
30.97565,0.842366338,0.020552317,-0.538513303,-101.523582458,-0.018786151,0.999785066,0.008770587,-0.740608513,0.538577855,0.002728546,0.842571378,117.724395752
31.07954,0.838762939,0.026185593,-0.543866754,-101.740386963,-0.022797177,0.999655962,0.012972217,-0.735810757,0.544019282,0.001518011,0.839071333,118.039260864
31.18327,0.83457315,0.031674203,-0.549985766,-101.944343567,-0.024405377,0.999491334,0.020527838,-0.750373602,0.550356269,-0.003709371,0.834921718,118.342086792
31.28714,0.830441356,0.032878209,-0.556135058,-102.129180908,-0.023269188,0.999432921,0.024339179,-0.74439168,0.556619942,-0.007271451,0.830735445,118.597457886
31.3909,0.825058043,0.029992357,-0.564251423,-102.308807373,-0.018848749,0.999495387,0.025566461,-0.744554996,0.564733505,-0.010458381,0.825207055,118.86479187
31.49466,0.818468153,0.02791979,-0.573873162,-102.489234924,-0.015469025,0.999527335,0.026566308,-0.743282735,0.574343622,-0.012866419,0.818513155,119.11151123
31.59839,0.809916258,0.026437487,-0.585949481,-102.657928467,-0.012454189,0.999533594,0.027883476,-0.743610203,0.586413324,-0.015285754,0.80986774,119.339019775
31.70215,0.799963951,0.02688849,-0.599445343,-102.826911926,-0.011978248,0.999512017,0.028848672,-0.745032489,0.599928558,-0.015897594,0.799895644,119.546417236
31.80577,0.787926555,0.028519377,-0.61510849,-102.99256134,-0.013510038,0.999487102,0.029035255,-0.748776078,0.61562109,-0.014567508,0.78790766,119.735282898
31.90952,0.774434686,0.026945654,-0.63207978,-103.155807495,-0.013332943,0.99956584,0.026275894,-0.74458015,0.632513404,-0.011921479,0.774457693,119.902816772
32.01315,0.760058403,0.025279069,-0.649362981,-103.319000244,-0.014341573,0.999652267,0.022129146,-0.756014585,0.649696529,-0.007506559,0.760156631,120.063110352
32.1169,0.745018244,0.021618702,-0.666693687,-103.46522522,-0.014085899,0.999761701,0.01667827,-0.749593496,0.66689539,-0.003034637,0.745145202,120.215232849
32.22065,0.729508281,0.022279579,-0.683609009,-103.613990784,-0.017580342,0.999749899,0.013822231,-0.758730412,0.68374598,0.001934647,0.729717493,120.354515076
32.3244,0.714300275,0.025890905,-0.699360251,-103.786964417,-0.025136292,0.999619782,0.011333502,-0.746065855,0.699387789,0.0094838,0.71467948,120.484519958
32.42817,0.697007895,0.028811753,-0.716484308,-103.935089111,-0.027525764,0.999531031,0.013416297,-0.762452841,0.716534913,0.010370514,0.697474122,120.603294373
32.53177,0.680259824,0.027047362,-0.732471824,-104.101417542,-0.024616271,0.999598265,0.014049736,-0.747897029,0.732557535,0.008473256,0.68065238,120.697952271
32.63553,0.660293937,0.025952484,-0.750558734,-104.267921448,-0.021515494,0.999646187,0.015637353,-0.741438031,0.750699043,0.005823392,0.660618663,120.831771851
32.73927,0.63840282,0.027658897,-0.769205332,-104.4427948,-0.021114975,0.999607384,0.018419238,-0.7384516,0.769412756,0.004482856,0.638736248,120.950469971
32.8429,0.614567399,0.032496061,-0.788194776,-104.627555847,-0.024392353,0.999456227,0.022186959,-0.736245155,0.788487136,0.005590541,0.615025878,121.060562134
32.94665,0.59022963,0.036693521,-0.806401014,-104.81023407,-0.026243648,0.999310553,0.026262915,-0.733667374,0.80680871,0.00566175,0.590785682,121.165405273
33.0504,0.564946651,0.039617799,-0.824175835,-104.9948349,-0.027410274,0.99919647,0.029242089,-0.730552197,0.824672103,0.006070661,0.56557864,121.262161255
33.15402,0.539690852,0.042883042,-0.840770423,-105.181556702,-0.030147977,0.99904567,0.031603791,-0.728386164,0.841323376,0.008291245,0.540468693,121.34552002
33.25777,0.513049841,0.047576852,-0.857039332,-105.371887207,-0.03406401,0.998804688,0.035054926,-0.728381872,0.857682705,0.011209272,0.514057159,121.427116394
33.36165,0.486093342,0.051023584,-0.872416139,-105.558753967,-0.035753548,0.998619378,0.038483445,-0.731963158,0.873175263,0.012485422,0.487246513,121.492988586
33.46527,0.456966877,0.050205674,-0.888065755,-105.760574341,-0.03407909,0.998660922,0.038922157,-0.727357864,0.888830662,0.012478333,0.458065927,121.564804077
33.56902,0.426004887,0.047708638,-0.903462112,-105.971633911,-0.034171943,0.998744547,0.036627248,-0.726249218,0.904075325,0.015269664,0.42710036,121.62323761
33.67279,0.392809331,0.043394797,-0.918595552,-106.182815552,-0.033329513,0.998901546,0.032936137,-0.717079639,0.919015825,0.017678717,0.39382416,121.670669556
33.77642,0.355635643,0.04162237,-0.933697522,-106.407722473,-0.032318775,0.998958111,0.032221675,-0.715324163,0.934065819,0.018716779,0.356610298,121.705635071
33.88004,0.314046264,0.040789418,-0.948531091,-106.678833008,-0.030872703,0.998987079,0.032737613,-0.706999302,0.948905587,0.019002592,0.314987421,121.768768311
33.98365,0.270890415,0.038768295,-0.961829245,-106.969100952,-0.029344635,0.999056876,0.032004174,-0.693094015,0.962162912,0.019554898,0.271772563,121.814659119
34.0874,0.223891973,0.036379095,-0.973934889,-107.268478394,-0.027060283,0.999149919,0.031100221,-0.684593916,0.974238336,0.019391857,0.224686086,121.850608826
34.19102,0.175712228,0.034418736,-0.98383981,-107.581489563,-0.025271516,0.999216974,0.03044324,-0.671340704,0.98411727,0.019513868,0.176444471,121.86504364
34.29477,0.126008332,0.034050535,-0.991444707,-107.906387329,-0.023224732,0.999238074,0.03136643,-0.658177376,0.991757333,0.0190736,0.126703143,121.865531921
34.39842,0.075171411,0.035150945,-0.996550977,-108.256385803,-0.021996686,0.999193788,0.033584919,-0.643265486,0.996928096,0.019396186,0.075884044,121.841072083
34.50214,0.021639109,0.038481489,-0.999025106,-108.596717834,-0.016965926,0.999129236,0.038118012,-0.645544052,0.999621987,0.016124541,0.022273123,121.824417114
34.6059,-0.032247305,0.040661763,-0.998652458,-108.959655762,-0.012643411,0.999075592,0.041087259,-0.63491869,0.99939996,0.013951328,-0.031703353,121.785774231
34.70966,-0.086099863,0.042072982,-0.995397806,-109.350158691,-0.007907692,0.999047577,0.04291125,-0.619747162,0.996255159,0.011565953,-0.085685134,121.725296021
34.8134,-0.13842845,0.043538712,-0.989415169,-109.739562988,-0.003803685,0.999002457,0.044492774,-0.603048325,0.990365326,0.009922478,-0.138124704,121.630500793
34.91715,-0.189368963,0.044371571,-0.980903029,-110.152679443,-0.001556359,0.998963654,0.045489017,-0.577660084,0.981904864,0.01014084,-0.189103603,121.512550354
35.02102,-0.236721635,0.044761743,-0.970545888,-110.581230164,0.002597769,0.998963773,0.04543877,-0.550158978,0.971574068,0.008235083,-0.236592531,121.350349426
35.12477,-0.285551906,0.046455875,-0.957236826,-111.014785767,0.008510452,0.998907983,0.045939494,-0.533491135,0.958325624,0.004971586,-0.285635471,121.197418213
35.22867,-0.33253777,0.047527533,-0.941891789,-111.468811035,0.013913195,0.998867869,0.04549044,-0.512471199,0.942987502,0.002022559,-0.332822561,121.016693115
35.33252,-0.376879692,0.048462614,-0.924993694,-111.905258179,0.019032456,0.998824656,0.044576213,-0.483365536,0.926066816,-0.000805036,-0.377359033,120.804740906
35.4364,-0.418818712,0.050871529,-0.906644046,-112.360839844,0.023707198,0.998701811,0.045085475,-0.472524166,0.907760561,-0.002611351,-0.419481039,120.564025879
